id,filename,image_path,latitude,longitude,timestamp,comment
"chair_1787455149_0","IMG_6142.jpeg","02_Mapped/IMG_6142.jpeg",49.231669,-123.117875,"2026-08-15 15:30:05",""
"chair_1787455210_0","IMG_6149.jpeg","02_Mapped/IMG_6149.jpeg",49.255775,-123.112397,"2026-08-15 17:49:57",""
"chair_1787455210_1","IMG_6148.jpeg","02_Mapped/IMG_6148.jpeg",49.251014,-123.112822,"2026-08-15 17:40:42",""
"chair_1787455210_2","IMG_6141.jpeg","02_Mapped/IMG_6141.jpeg",49.232083,-123.118544,"2026-08-15 15:27:59",""
"chair_1787455210_3","IMG_6140.jpeg","02_Mapped/IMG_6140.jpeg",49.232053,-123.118561,"2026-08-15 15:27:55",""
